City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
301,vorkuta,67.5,64.0,-5.03,97,100,3.0,RU,['dt']
302,zhangjiagang,31.865,120.5389,19.06,88,100,3.19,CN,['dt']
303,cadale,2.7603,46.3222,25.5,76,100,4.68,SO,['dt']
304,holualoa,19.6228,-155.9522,27.13,75,0,5.14,US,['dt']
305,szczecin,53.4289,14.553,10.23,85,100,4.02,PL,['dt']
306,livingston,55.9029,-3.5226,11.26,98,75,6.69,GB,['dt']
307,polyarnyy,69.1989,33.4478,1.38,84,97,3.92,RU,['dt']
308,perry,37.2506,-83.1999,9.01,91,100,0.73,US,['dt']
309,iguatemi,-23.6803,-54.5611,23.76,66,3,3.22,BR,['dt']
310,salinopolis,-0.6136,-47.3561,26.69,75,55,6.71,BR,['dt']
311,brisas de zicatela,15.8369,-97.0419,28.29,89,40,3.09,MX,['dt']
312,cabedelo,-6.9811,-34.8339,24.37,77,1,5.15,BR,['dt']
313,sandnes,58.8524,5.7352,10.05,93,100,9.39,NO,['dt']
314,nizhneudinsk,54.9076,99.0276,-10.5,94,100,1.33,RU,['dt']
315,cole harbour,44.6724,-63.4751,6.71,92,100,6.69,CA,['dt']
316,konarka,19.9,86.1167,20.38,71,5,3.37,IN,['dt']
317,magadan,59.5667,150.8,-12.18,74,90,2.5,RU,['dt']
318,bull savanna,17.8868,-77.5902,25.0,85,100,3.09,JM,['dt']
319,horta,38.5333,-28.6333,17.79,76,98,6.26,PT,['dt']
320,aykhal,66.0,111.5,-31.65,100,93,2.25,RU,['dt']
321,bure,10.7,37.0667,13.07,82,9,1.57,ET,['dt']
322,bafoulabe,13.8065,-10.8321,30.07,33,99,0.73,ML,['dt']
323,callao,-12.0667,-77.15,21.51,77,20,4.12,PE,['dt']
324,santa rita,-7.1139,-34.9781,24.37,83,20,3.09,BR,['dt']
325,selfoss,63.9331,-20.9971,0.58,47,0,5.87,IS,['dt']
326,berdigestyakh,62.0989,126.6992,-25.82,100,100,0.65,RU,['dt']
327,miri,4.4148,114.0089,27.08,89,40,0.51,MY,['dt']
328,enewetak,11.3474,162.3373,28.23,69,3,5.9,MH,['dt']
329,turpan,42.9333,89.1667,1.21,48,0,1.27,CN,['dt']
330,al qusayr,34.5091,36.5798,13.11,68,0,0.34,SY,['dt']
331,melouza,35.98,4.1867,13.63,52,100,1.36,DZ,['dt']
332,manismata,-2.4667,111.0333,26.52,85,100,1.34,ID,['dt']
